part_no,Part name,slno,section name,total electors,total part votes
164,"NationalAidedMiddleSchool-ThayumanavarStreetAttur-636102,TiledSouthBuildingFacingNorthWestWing",1,"1-Attur(M),Ward10,KailasanatharKoilStreet 2",578,190
164,"NationalAidedMiddleSchool-ThayumanavarStreetAttur-636102,TiledSouthBuildingFacingNorthWestWing",2,"2-Attur(M),Ward11,VeeraragavarStreet 218",578,265
164,"NationalAidedMiddleSchool-ThayumanavarStreetAttur-636102,TiledSouthBuildingFacingNorthWestWing",3,"3-Attur(M),Ward11,LineStreet 479",578,123
165,"NationalAidedMiddleSchool-ThayumanavarStreetAttur-636102,TiledNorthBuildingFacingSouthEastWing",1,"1-Attur(M),Ward11,SenrajStreet 1",614,135
165,"NationalAidedMiddleSchool-ThayumanavarStreetAttur-636102,TiledNorthBuildingFacingSouthEastWing",2,"2-Attur(M),Ward11,RamarStreet 136",614,167
165,"NationalAidedMiddleSchool-ThayumanavarStreetAttur-636102,TiledNorthBuildingFacingSouthEastWing",3,"3-Attur(M),Ward11,SivaguruStreet 302",614,166
165,"NationalAidedMiddleSchool-ThayumanavarStreetAttur-636102,TiledNorthBuildingFacingSouthEastWing",4,"4-Attur(M),Ward11,AvinasimuthuStreet 462",614,146
166,"NationalAidedMiddleSchool-ThayumanavarStreetAttur-636102,TiledNorthBuildingFacingSouthWestWing",1,"1-Attur(M),Ward12,PalayapettaiBazaarStreet 1",618,205
166,"NationalAidedMiddleSchool-ThayumanavarStreetAttur-636102,TiledNorthBuildingFacingSouthWestWing",2,"2-Attur(M),Ward12,ThayumanavarStreet 202",618,235
166,"NationalAidedMiddleSchool-ThayumanavarStreetAttur-636102,TiledNorthBuildingFacingSouthWestWing",3,"3-Attur(M),Ward12,VediStreet 429",618,76
166,"NationalAidedMiddleSchool-ThayumanavarStreetAttur-636102,TiledNorthBuildingFacingSouthWestWing",4,"4-Attur(M),Vard12,ArunagirinatharStreet 505",618,101
166,"NationalAidedMiddleSchool-ThayumanavarStreetAttur-636102,TiledNorthBuildingFacingSouthWestWing",5,999-OverseasElector 604,618,1
167,"MunicipalElementarySchool-OldpetAttur-636102,TiledNorthBuildingFacingSouthEastWing",1,"1-Attur(M),Ward12,AndalStreet 1",480,124
167,"MunicipalElementarySchool-OldpetAttur-636102,TiledNorthBuildingFacingSouthEastWing",2,"2-Attur(M),Ward12,AriyaStreet 125",480,224
167,"MunicipalElementarySchool-OldpetAttur-636102,TiledNorthBuildingFacingSouthEastWing",3,"3-Attur(M),Ward12,ArunagirinatharStreet 342",480,132
168,"MunicipalElementarySchool-OldpetAttur-636102,TerracedBuildingFacingEastNorthWing",1,"1-Attur(M),Ward13,KambaperumalKoilStreet 1",790,512
168,"MunicipalElementarySchool-OldpetAttur-636102,TerracedBuildingFacingEastNorthWing",2,"2-Attur(M),Ward13,SathanarStreet 507",790,278
169,"MunicipalElementarySchool-OldpetAttur-636102,TiledNorthBuildingFacingSouthWestWing",1,"1-Attur(M),Ward13,ArunagirinatharStreet 1",964,154
169,"MunicipalElementarySchool-OldpetAttur-636102,TiledNorthBuildingFacingSouthWestWing",2,"2-Attur(M),Ward14,ThavapparStreet 143",964,98
169,"MunicipalElementarySchool-OldpetAttur-636102,TiledNorthBuildingFacingSouthWestWing",3,"3-Attur(M),Ward14,KeppachiammanKoilStreet 238",964,77
169,"MunicipalElementarySchool-OldpetAttur-636102,TiledNorthBuildingFacingSouthWestWing",4,"4-Attur(M),Ward14,AngamuthuStreet 313",964,332
169,"MunicipalElementarySchool-OldpetAttur-636102,TiledNorthBuildingFacingSouthWestWing",5,"5-Attur(M),Ward14,MettuStreet 636",964,172
169,"MunicipalElementarySchool-OldpetAttur-636102,TiledNorthBuildingFacingSouthWestWing",6,"6-Attur(M),Ward14,KaruppannasolaimuthuStreet 800",964,131
170,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledNorthBuildingFacingSouthWestWing",1,"1-Attur(M),Ward15,NorthKollampattarai 1",794,108
170,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledNorthBuildingFacingSouthWestWing",2,"2-Attur(M),Ward16,SeethakadhiStreet 109",794,75
170,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledNorthBuildingFacingSouthWestWing",3,"3-Attur(M),Ward15,PudhupettaiBazaarStreet 180",794,481
170,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledNorthBuildingFacingSouthWestWing",4,"4-Attur(M),Ward16,NarayanasamiStreet 647",794,49
170,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledNorthBuildingFacingSouthWestWing",5,"5-Attur(M),Ward16,SellamuthuStreet 701",794,81
171,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledNorthBuildingFacingSouthEastWing",1,"1-Attur(M),Ward16,MuniyanStreet 1",705,189
171,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledNorthBuildingFacingSouthEastWing",2,"2-Attur(M),Ward16,KumananStreet 185",705,132
171,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledNorthBuildingFacingSouthEastWing",3,"3-Attur(M),Ward15,KamatchiyammanNagar 316",705,263
171,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledNorthBuildingFacingSouthEastWing",4,"4-Attur(M),Ward16,KamarajanarRoad(DoorNo:13-1to69-A4) 574",705,5
171,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledNorthBuildingFacingSouthEastWing",5,"5-Attur(M),Ward17,RailwayCrossingRoad 579",705,31
171,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledNorthBuildingFacingSouthEastWing",6,"6-Attur(M),Ward17,KamarajanarRoad(DoorNo:85to364D) 608",705,85
172,"MunicipalElementarySchool,SouthKadu,Attur636102,TerracedBuildingFacingSouthWestWing",1,"1-Attur(M),Ward31,V.O.C.NagarD.No1To140C 1",905,905
173,"MunicipalElementarySchool,SouthKadu,Attur-636102,TerracedBuildingFacingNorth",1,"1-Attur(M),Ward31,V.O.C.NagarD.No.141to2254-2/NA 1",587,587
174,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledSouthBuildingFacingEastSouthWing",1,"1-Attur(M),Ward31,Manthavelipakkam 1",487,487
175,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledNorthBuildingFacingSouthMiddlePortion",1,"1-Attur(M),Ward31,VeeraganurRoad 1",964,45
175,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledNorthBuildingFacingSouthMiddlePortion",2,"2-Attur(M),Ward15,KamachiammanKoilStreet 44",964,490
175,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledNorthBuildingFacingSouthMiddlePortion",3,"3-Attur(M),Ward16,KaruthanStreet 533",964,260
175,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledNorthBuildingFacingSouthMiddlePortion",4,"4-Attur(M),Ward16,SelvaVinayagarKoilStreet 798",964,132
175,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledNorthBuildingFacingSouthMiddlePortion",5,"5-Attur(M),Ward31,V.O.C.Nagar(Pudhupettai) 929",964,27
175,"ChinnasamyAyyaMiddleSchool-PudupetAttur-636102,TiledNorthBuildingFacingSouthMiddlePortion",6,"6-Attur(M),Ward31,AtturVeeraganurRoad 976",964,10
176,"IntegratedChildDevelopmentCentre-OldpetAttur-636102,CenterBuildingFacingEastSouthWing",1,"1-Attur(M),Ward18,KamarajanarRoad 1",699,44
176,"IntegratedChildDevelopmentCentre-OldpetAttur-636102,CenterBuildingFacingEastSouthWing",2,"2-Attur(M),Ward18,MadhavanStreet 44",699,37
176,"IntegratedChildDevelopmentCentre-OldpetAttur-636102,CenterBuildingFacingEastSouthWing",3,"3-Attur(M),Ward18,MunicipalColony 82",699,162
176,"IntegratedChildDevelopmentCentre-OldpetAttur-636102,CenterBuildingFacingEastSouthWing",4,"4-Attur(M),Ward18,Kakkapalayam 240",699,170
176,"IntegratedChildDevelopmentCentre-OldpetAttur-636102,CenterBuildingFacingEastSouthWing",5,"5-Attur(M),Ward17,GrainBazaar 408",699,149
176,"IntegratedChildDevelopmentCentre-OldpetAttur-636102,CenterBuildingFacingEastSouthWing",6,"6-Athur(M),Ward17,AmeerStreet 554",699,44
176,"IntegratedChildDevelopmentCentre-OldpetAttur-636102,CenterBuildingFacingEastSouthWing",7,"7-Athur(M),Ward17,DhadhaStreet 597",699,93
177,"IntegratedChildDevelopmentCentre-OldpetAttur-636102,CenterBuildingFacingEastNorthWing",1,"1-Athur(M),Ward17,VakkeelKittaMusthabaStreet 1",807,411
177,"IntegratedChildDevelopmentCentre-OldpetAttur-636102,CenterBuildingFacingEastNorthWing",2,"2-Attur(M),Ward17,PudupettaiMuslimStreet 395",807,396
178,"MunicipalElementarySchoolOldpet-OldpetAttur-636102,WestBuildingFacingEastSouthWing",1,"1-Attur(M),Ward18,KadharPettai 1",781,353
178,"MunicipalElementarySchoolOldpet-OldpetAttur-636102,WestBuildingFacingEastSouthWing",2,"2-Attur(M),Ward18,PalayapettaiMuslimStreet 324",781,103
178,"MunicipalElementarySchoolOldpet-OldpetAttur-636102,WestBuildingFacingEastSouthWing",3,"3-Attur(M),Ward14,PalayapettaiBazaarStreet,S.C.Road 423",781,107
178,"MunicipalElementarySchoolOldpet-OldpetAttur-636102,WestBuildingFacingEastSouthWing",4,"4-Attur(M),Ward19,T.V.K.Road 528",781,90
178,"MunicipalElementarySchoolOldpet-OldpetAttur-636102,WestBuildingFacingEastSouthWing",5,"5-Attur(M),Ward19,AmbalathadiVathiyarStreet 617",781,41
178,"MunicipalElementarySchoolOldpet-OldpetAttur-636102,WestBuildingFacingEastSouthWing",6,"6-Attur(M),Ward19,NainiStreet 656",781,87
179,"R.C.MiddleSchool,EastMadhaKovilStreet,Attur-636102,AsbertosWestSidebuildingFacingSouthEastWing(EastSide1stroom)",1,"1-Attur(M),Ward19,BharathiyarStreet1 1",621,386
179,"R.C.MiddleSchool,EastMadhaKovilStreet,Attur-636102,AsbertosWestSidebuildingFacingSouthEastWing(EastSide1stroom)",2,"2-Attur(M),Ward19,BharathiyarStreet2 384",621,140
179,"R.C.MiddleSchool,EastMadhaKovilStreet,Attur-636102,AsbertosWestSidebuildingFacingSouthEastWing(EastSide1stroom)",3,"3-Attur(M),Ward19,BharathiyarCrossStreet3 516",621,95
180,"RCMiddleSchoolEastMadhaKovilStreetAttur-636102,AsbertosWestSideBuildingFacingSouthMiddleWing(EastSide3rdRoom)",1,"1-Attur(M),Ward19,BharathiyarCrossStreet4 1",680,180
180,"RCMiddleSchoolEastMadhaKovilStreetAttur-636102,AsbertosWestSideBuildingFacingSouthMiddleWing(EastSide3rdRoom)",2,"2-Attur(M),Ward20,KarikalanStreet 177",680,157
180,"RCMiddleSchoolEastMadhaKovilStreetAttur-636102,AsbertosWestSideBuildingFacingSouthMiddleWing(EastSide3rdRoom)",3,"3-Attur(M),Ward20,MaratchiyarStreet 331",680,69
180,"RCMiddleSchoolEastMadhaKovilStreetAttur-636102,AsbertosWestSideBuildingFacingSouthMiddleWing(EastSide3rdRoom)",4,"4-Attur(M),Ward20,ThiruvalluvarStreet 399",680,168
180,"RCMiddleSchoolEastMadhaKovilStreetAttur-636102,AsbertosWestSideBuildingFacingSouthMiddleWing(EastSide3rdRoom)",5,"5-Attur(M),Ward20,ManimekalaiStreet 568",680,106
181,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,MiddleWing",1,"1-Attur(M),Ward20,VivekanandharStreet 1",738,76
181,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,MiddleWing",2,"2-Attur(M),Ward20,MurugarStreet 75",738,55
181,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,MiddleWing",3,"3-Attur(M),Ward20,NanjapparStreet 130",738,104
181,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,MiddleWing",4,"4-Attur(M),Ward21&22,KamarajanarStreet 232",738,158
181,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,MiddleWing",5,"5-Attur(M),Ward21,RamalingaVallalarStreet 389",738,147
181,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,MiddleWing",6,"6-Attur(M),Ward21,AppayiStreet 537",738,66
181,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,MiddleWing",7,"7-Attur(M),Ward21,JeevarathinamStreet 603",738,62
181,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,MiddleWing",8,"8-Attur(M),Ward21,RanipettaiPillaiyarKoilStreet 665",738,56
181,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,MiddleWing",9,"9-Attur(M),Ward21,ChockanStreet 719",738,12
181,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,MiddleWing",10,"10-Attur(M),Ward19,BharathiyarStreet 732",738,2
182,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,EastWing",1,"1-Attur(M),Ward21,RangasamyStreet 1",678,59
182,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,EastWing",2,"2-Attur(M),Ward21,AnandharStreet 56",678,65
182,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,EastWing",3,"3-Attur(M),Ward21,SamuvelStreet 114",678,23
182,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,EastWing",4,"4-Attur(M),Ward22,MariasoosaiStreet 137",678,68
182,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,EastWing",5,"5-Attur(M),Ward22,SowrimuthuStreet 205",678,98
182,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,EastWing",6,"6-Attur(M),Ward21,SivajiStreet 298",678,172
182,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,EastWing",7,"7-Attur(M),Ward22,RanipettaiNaduStreet 471",678,70
182,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedWestBuildingFacingNorth,EastWing",8,"8-Attur(M),Ward22,GovindhanStreet 546",678,123
183,"C.S.I.HighSchool-KamarajanarRoadAttur-636102,TerracedWestBuildingFacingEastClassRoom-1",1,"1-Attur(M),Ward23,PeriyathambiStreet 1",616,149
183,"C.S.I.HighSchool-KamarajanarRoadAttur-636102,TerracedWestBuildingFacingEastClassRoom-1",2,"2-Attur(M),Ward24,GandhiRoad 147",616,336
183,"C.S.I.HighSchool-KamarajanarRoadAttur-636102,TerracedWestBuildingFacingEastClassRoom-1",3,"3-Attur(M),Ward23,SalemKadalurMainRoad 474",616,131
184,"C.S.I.HighSchool-KamarajanarRoadAttur-636102,TerracedWestBuildingFacingEastClassRoom-3",1,"1-Attur(M),Ward23,VeeramuthuMariappanSt 1",676,239
184,"C.S.I.HighSchool-KamarajanarRoadAttur-636102,TerracedWestBuildingFacingEastClassRoom-3",2,"2-Attur(M),Ward23,NarayanasamiStreet 232",676,437
185,"C.S.I.HighSchool-KamarajanarRoadAttur-636102,TerracedWestBuildingFacingEastClassRoom-4",1,"1-Attur(M),Ward23,PerumalStreet 1",590,54
185,"C.S.I.HighSchool-KamarajanarRoadAttur-636102,TerracedWestBuildingFacingEastClassRoom-4",2,"2-Attur(M),Ward23,AyyavuStreet 54",590,159
185,"C.S.I.HighSchool-KamarajanarRoadAttur-636102,TerracedWestBuildingFacingEastClassRoom-4",3,"3-Attur(M),Ward24,GandhiRoad1 198",590,287
185,"C.S.I.HighSchool-KamarajanarRoadAttur-636102,TerracedWestBuildingFacingEastClassRoom-4",4,"4-Attur(M),Ward24,GandhiRoad3 480",590,90
186,"MunicipalMiddleSchool-GandhiNagarAttur-636102,TerracedWestBuildingFacingEastMiddleWing",1,"1-Attur(M),Ward25,GooriStreet 1",578,578
187,"MunicipalMiddleSchool-GandhiNagarAttur-636102,TerracedWestBuildingFacingEastMiddleWing",1,"1-Attur(M),Ward25,AnnaStreet 1",759,446
187,"MunicipalMiddleSchool-GandhiNagarAttur-636102,TerracedWestBuildingFacingEastMiddleWing",2,"2-Attur(M),Ward24,3rdGandhiRoad 442",759,313
188,"MunicipalMiddleSchool-GandhiNagarAttur-636102,TerracedBuildingFacingSouthWestWing",1,"1-Attur(M),Ward26,RailwayStationRoad 1",937,159
188,"MunicipalMiddleSchool-GandhiNagarAttur-636102,TerracedBuildingFacingSouthWestWing",2,"2-Attur(M),Ward26,RailwayStationKurukkuStreet1 160",937,22
188,"MunicipalMiddleSchool-GandhiNagarAttur-636102,TerracedBuildingFacingSouthWestWing",3,"3-Attur(M),Ward26,RailwayStationKurukkuStreet2 181",937,16
188,"MunicipalMiddleSchool-GandhiNagarAttur-636102,TerracedBuildingFacingSouthWestWing",4,"4-Attur(M),Ward26,GandhinagarMainRoad1 197",937,472
188,"MunicipalMiddleSchool-GandhiNagarAttur-636102,TerracedBuildingFacingSouthWestWing",5,"5-Attur(M),Ward26,GandhinagarMainRoad2 641",937,119
188,"MunicipalMiddleSchool-GandhiNagarAttur-636102,TerracedBuildingFacingSouthWestWing",6,"6-Attur(M),Ward26,GandhinagarMainRoad3 753",937,149
189,"MunicipalMiddleSchool-GandhiNagarAttur-636102,TerracedWestBuildingFacingEastNorthWing",1,"1-Attur(M),Ward26,RailadiStreet 1",787,181
189,"MunicipalMiddleSchool-GandhiNagarAttur-636102,TerracedWestBuildingFacingEastNorthWing",2,"2-Attur(M),Ward26,RajajiColony 178",787,276
189,"MunicipalMiddleSchool-GandhiNagarAttur-636102,TerracedWestBuildingFacingEastNorthWing",3,"3-Attur(m),Ward27,rajajicolonynadustreet 429",787,325
189,"MunicipalMiddleSchool-GandhiNagarAttur-636102,TerracedWestBuildingFacingEastNorthWing",4,"4-Attur(M),Ward26,RailwayStationRoad 755",787,5
190,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedEastBuildingFacingNorth,WestWing",1,"1-Attur(M),Ward28,JothiMillStreet 1",921,137
190,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedEastBuildingFacingNorth,WestWing",2,"2-Attur(M),Ward28,Dr.MuthulakshmiStreet 136",921,148
190,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedEastBuildingFacingNorth,WestWing",3,"3-Attur(M),Ward28,MangammaStreet 280",921,163
190,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedEastBuildingFacingNorth,WestWing",4,"4-Attur(M),Ward28,ChinthiannanStreet 428",921,94
190,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedEastBuildingFacingNorth,WestWing",5,"5-Attur(M),Ward28,AsokanStreet 518",921,79
190,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedEastBuildingFacingNorth,WestWing",6,"6-Attur(M),Ward28,KabilarStreet 593",921,72
190,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedEastBuildingFacingNorth,WestWing",7,"7-Attur(M),Ward27,Dr.RoopusStreet 663",921,150
190,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedEastBuildingFacingNorth,WestWing",8,"8-Attur(M),Ward28Dr.VaradharajuluStreet 811",921,78
191,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedEastBuildingFacingNorth,EastWing",1,"1-Attur(M),Ward27,Dr.MuthulakshmiStreet 1",817,49
191,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedEastBuildingFacingNorth,EastWing",2,"2-Attur(M),Ward27,ArumugamStreet 52",817,116
191,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedEastBuildingFacingNorth,EastWing",3,"3-Attur(M),Ward27,PerumalStreet 164",817,75
191,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedEastBuildingFacingNorth,EastWing",4,"4-Attur(M),Ward27,RajiReddyStreet 237",817,93
191,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedEastBuildingFacingNorth,EastWing",5,"5-Attur(M),Ward27,MariyaprakasamStreet 329",817,38
191,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedEastBuildingFacingNorth,EastWing",6,"6-Attur(M),Ward28,ThollkapiyarStreet 365",817,70
191,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedEastBuildingFacingNorth,EastWing",7,"7-Attur(M),Ward28,SingaravelanStreet 430",817,78
191,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedEastBuildingFacingNorth,EastWing",8,"8-Attur(M),Ward28,ChinthamaniStreet 503",817,49
191,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedEastBuildingFacingNorth,EastWing",9,"9-Attur(M),Ward27,Dr.VaradharajuluStreet 552",817,135
191,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedEastBuildingFacingNorth,EastWing",10,"10-Attur(M),Ward28,BharathiVidhyalayaStreet 685",817,47
191,"MunicipalElementarySchool-JothiNagarAttur-636102,TerracedEastBuildingFacingNorth,EastWing",11,"11-Attur(M),Ward28,PalanimuthuStreet 732",817,67
192,RCMiddleSchoolEastMadhaKovilStreetAttur-636102AsbertosWestSideBuildingFacingSouthMiddleWing(EastSide4throom),1,"1-Attur(M),Ward29,KamarajanarRoad 1",977,96
192,RCMiddleSchoolEastMadhaKovilStreetAttur-636102AsbertosWestSideBuildingFacingSouthMiddleWing(EastSide4throom),2,"2-Attur(M),Ward29,PandiyanRoad(PaithurRoad) 99",977,362
192,RCMiddleSchoolEastMadhaKovilStreetAttur-636102AsbertosWestSideBuildingFacingSouthMiddleWing(EastSide4throom),3,"3-Attur(M),Ward29,MariammanKoilStreet 450",977,159
192,RCMiddleSchoolEastMadhaKovilStreetAttur-636102AsbertosWestSideBuildingFacingSouthMiddleWing(EastSide4throom),4,"4-Attur(M),Ward29,PeriyarWestStreet 606",977,281
192,RCMiddleSchoolEastMadhaKovilStreetAttur-636102AsbertosWestSideBuildingFacingSouthMiddleWing(EastSide4throom),5,"5-Attur(M),Ward29,PerumalStreet 890",977,79
193,RCMiddleSchoolEastMadhaKovilStreetAttur-636102AsbertosWestSideBuildingFacingSouthWestWing,1,"1-Attur(M),Ward29,KalaivananStreet 1",321,78
193,RCMiddleSchoolEastMadhaKovilStreetAttur-636102AsbertosWestSideBuildingFacingSouthWestWing,2,"2-Attur(M),Ward20,KalamegamStreet 82",321,68
193,RCMiddleSchoolEastMadhaKovilStreetAttur-636102AsbertosWestSideBuildingFacingSouthWestWing,3,"3-Attur(M),Ward30,PeriyarEastStreet 150",321,175
194,"RCMiddleSchool-EastMadhaKovilStreetAttur-636102,TerracedNorthBuildingFacingSouthEastWing",1,"1-Attur(M),Ward30,SouthMariammankoilStreet 1",874,874
195,"GovernmentAdi-DravidarWelfareHighSchool-AmbethkarNagarAttur-636102,SSANorthBuildingFacingSouthMiddleWing",1,"1-Attur(M),Ward33,PuithurRoad(PandiyanRoad) 1",667,206
195,"GovernmentAdi-DravidarWelfareHighSchool-AmbethkarNagarAttur-636102,SSANorthBuildingFacingSouthMiddleWing",2,"2-Attur(M),Ward33,PaithurRoad(MunicipalColony) 202",667,107
195,"GovernmentAdi-DravidarWelfareHighSchool-AmbethkarNagarAttur-636102,SSANorthBuildingFacingSouthMiddleWing",3,"3-Attur(M),Ward30,PeriyarNaduStreet 302",667,352
195,"GovernmentAdi-DravidarWelfareHighSchool-AmbethkarNagarAttur-636102,SSANorthBuildingFacingSouthMiddleWing",4,999-OverseasElector 638,667,2
196,"GovernmentAdi-DravidarWelfareHighSchool-AmbethkarNagarAttur-636102,TerracedBuildingFacingSouth",1,"1-Attur(M),Ward32,AmbethkarNagar 1",872,872
197,"GovernmentAdi-DravidarWelfareHighSchool-AmbethkarNagarAttur-636102,TerracedBuildingFacingWestMiddleWing",1,"1-Attur(M),Ward32AmbethkarNagar 1",599,599
198,"GovernmentAdi-DravidarWelfareHighSchool-AmbethkarNagarAttur-636102,TerracedBuildingFacingNorthWestWing",1,"1-Attur(M),Ward32AmbethkarNagarD.No.1-355/175A 1",778,776
198,"GovernmentAdi-DravidarWelfareHighSchool-AmbethkarNagarAttur-636102,TerracedBuildingFacingNorthWestWing",2,999-OverseasElector 741,778,2
199,"GovernmentAdi-DravidarWelfareHighSchool-AmbethkarNagarAttur-636102,TerracedBuildingFacingWestnorthWing",1,"1-Attur(M),Ward32AmbethkarNagarD.No.356/NA-4992E 1",686,685
199,"GovernmentAdi-DravidarWelfareHighSchool-AmbethkarNagarAttur-636102,TerracedBuildingFacingWestnorthWing",2,999-OverseasElector 657,686,1
200,"BharathiyarHigherSecondarySchool-Attur-636102,TerracedBuildingFacingWestNorthWingRoomNo.15",1,"1-Attur(M),Ward31,SouthKadu 1",864,552
200,"BharathiyarHigherSecondarySchool-Attur-636102,TerracedBuildingFacingWestNorthWingRoomNo.15",2,"2-Attur(M),Ward31,Cheran,Cholan,PandiyanSalai 524",864,312
201,"BharathiyarHigherSecondarySchool-Attur-636102,TerracedBuildingFacingWestMiddlePortionRoomNo.13",1,"1-Attur(M),Ward33,SouthKadu,Cheran,Cholan,PandiyanSalai 1",706,254
201,"BharathiyarHigherSecondarySchool-Attur-636102,TerracedBuildingFacingWestMiddlePortionRoomNo.13",2,"2-Attur(M),Ward33,PaithurRoad 248",706,182
201,"BharathiyarHigherSecondarySchool-Attur-636102,TerracedBuildingFacingWestMiddlePortionRoomNo.13",3,"3-Attur(M),Ward33,SouthKadu(HousingUnit) 423",706,270
202,"BharathiyarHigherSecondarySchool-Attur-636102,TerracedBuildingFacingWestSouthWingRoomNo.12",1,"1-Attur(M),Ward33,SouthKadu(D.No.1to398-350) 1",564,564
203,"BharathiyarHighersecondarySchool,Attur-636102TerracedBuildingFacingNorthEastWing(ExamControlRoom)",1,"1-1.Attur(M)Ward33,SouthKadu(D.No.401toSR461-13) 1",534,534
204,"PanchayatUnionElementarySchool-Kallanatham-636141,Terraced2ndBuildingFacingSouthMiddlePortion",1,"1-Muttal(R.V)Kallanatham(P),Ward4,WeaversColony 1",521,112
204,"PanchayatUnionElementarySchool-Kallanatham-636141,Terraced2ndBuildingFacingSouthMiddlePortion",2,"2-Muttal(R.V)Kallanatham(P),Ward4,Vaidhiyanathapuram 114",521,297
204,"PanchayatUnionElementarySchool-Kallanatham-636141,Terraced2ndBuildingFacingSouthMiddlePortion",3,"3-Muttal(R.V)Kallanatham(P),Ward4Muttal 402",521,112
205,"PanchayatUnionElementarySchool-Kallanatham-636141,Terraced3rdBuildingFacingSouthWestWing",1,"1-Muttal(R.V)Kallanatham(P),Ward4,KattukottaiPagudhigal 1",888,888
206,"PanchayatUnionElementarySchool-Kallanatham-636141,Terraced3rdBuildingFacingSouthEastWing",1,"1-Kallanatham(R.V)And(P),Ward2,SouthStreet 1",746,216
206,"PanchayatUnionElementarySchool-Kallanatham-636141,Terraced3rdBuildingFacingSouthEastWing",2,"2-Kallanatham(R.V)And(P),Ward2,EastStreet 215",746,183
206,"PanchayatUnionElementarySchool-Kallanatham-636141,Terraced3rdBuildingFacingSouthEastWing",3,"3-Kallanatham(R.V)And(P),Ward2,PavadiStreet 399",746,130
206,"PanchayatUnionElementarySchool-Kallanatham-636141,Terraced3rdBuildingFacingSouthEastWing",4,"4-Kallanatham(R.V)And(P),Ward1WestStreet 529",746,217
207,"PanchayatUnionElementarySchool-Kallanatham-636141,Terraced3rdBuildingFacingSouthWestWing",1,"1-Kallanatham(R.V)And(P),Ward1,NaduStreet,KallanathamMainRoad 1",791,352
